Well_API,Well_ID,Well_Status,H1000,H5280,Well_PTax,Sum_Home_PTax,Avg_Ptax_Home,H1000_NoWell,H1000_Effect,Logical,H5280_NoWell,H5280_Effect,Ptax_Effect,Net_Difference,PA_Candidate
05-013-06358,06358,SI,2,41,351.177054,352423.24,8595.68878,8664.454291,69.31563433,1,8939.516332,357.5806533,426.8962876,-75.71923359,1
05-013-06361,06361,PA,1,64,11.991798,624553.39,9758.646719,9836.715893,78.69372714,1,10373.44146,653.5268121,732.2205392,-720.2287412,1
05-013-06368,06368,SI,0,62,363.712558,361594.42,5832.168065,0,0,0,6193.762485,384.013274,384.013274,-20.30071604,1
05-013-06371,06371,PR,0,13,553.585548,116187.31,8937.485385,0,0,0,9053.672695,117.697745,117.697745,435.887803,0
05-013-06372,06372,SI,0,101,553.585548,1097402.99,10865.37614,0,0,0,11962.77913,1208.240692,1208.240692,-654.655144,1
05-013-06373,06373,PR,0,28,512.474202,300195.04,10721.25143,0,0,0,11021.44647,308.6005011,308.6005011,203.8737009,0
05-013-06374,06374,SI,0,483,326.808048,907807.31,1879.51824,0,0,0,2787.32555,1346.278241,1346.278241,-1019.470193,1
05-013-06383,06383,SI,0,88,425.084346,1135686.02,12905.52295,0,0,0,14041.20897,1235.62639,1235.62639,-810.5420438,1
05-013-06384,06384,SI,0,51,416.702106,711827.92,13957.4102,0,0,0,14669.23812,748.1311439,748.1311439,-331.4290379,1
05-013-06385,06385,SI,0,58,2245.497318,321887.81,5549.789828,0,0,0,5871.677638,340.557303,340.557303,1904.940015,0
05-013-06395,06395,SI,0,444,481.950144,1257584.48,2832.397477,0,0,0,4089.981957,1815.951989,1815.951989,-1334.001845,1
05-013-06396,06396,SI,0,79,388.405138,385991.6,4885.96962,0,0,0,5271.96122,416.4849364,416.4849364,-28.0797984,1
05-013-06397,06397,SI,0,325,2530.166364,1087761.26,3346.957723,0,0,0,4434.718983,1441.28367,1441.28367,1088.882695,0
05-013-06398,06398,SI,0,52,2945.73334,305530.12,5875.579231,0,0,0,6181.109351,321.4176862,321.4176862,2624.315654,0
05-013-06409,06409,SI,0,595,315.042032,3495984.26,5875.603798,0,0,0,9371.588058,5576.094895,5576.094895,-5261.052863,1
05-013-06414,06414,PA,1,275,613.137012,2075999.62,7549.089527,7609.482243,60.87585795,1,9617.540058,2635.205976,2696.081834,-2082.944822,1
05-013-06415,06415,SI,2,143,611.820398,1161881.01,8125.042028,8190.042364,65.52033891,1,9278.797996,1317.589315,1383.109654,-771.2892563,1
05-013-06416,06416,SI,3,30,2640.67131,276146.02,9204.867333,9278.506272,74.22805018,1,9471.808486,274.6824461,348.9104963,2291.760814,0
05-013-06418,06418,PA,2,33,552.268934,236051.66,7153.080606,7210.305251,57.68244201,1,7381.979185,236.2233339,293.9057759,258.3631581,0
05-013-06421,06421,SI,9,1804,370.92237,9758385.83,5409.304784,5452.579222,43.62063378,1,15162.28131,27337.5932,27381.21383,-27010.29146,1
05-013-06422,06422,SI,0,1399,374.442555,7910379.23,5654.309671,0,0,0,13564.6889,18976.99977,18976.99977,-18602.55722,1
05-013-06423,06423,PR,0,36,615.972796,255718.65,7103.295833,0,0,0,7359.014483,264.9245214,264.9245214,351.0482746,0
05-013-06424,06424,PR,0,76,612.124232,664302.7,8740.825,0,0,0,9405.1277,714.7897052,714.7897052,-102.6654732,1
05-013-06426,06426,PA,1,9,0.405112,55176.57,6130.73,6179.77584,49.43820672,1,6179.77584,49.43820672,98.87641344,-98.47130144,1
05-013-06431,06431,PA,0,5,2438.976796,28292.42,5658.484,0,0,0,5686.77642,28.4338821,28.4338821,2410.542914,0
05-013-06433,06433,PA,0,14,405.61839,116799.29,8342.806429,0,0,0,8459.605719,118.4344801,118.4344801,287.1839099,0
05-013-06437,06437,SI,1,5,611.820398,17193.26,3438.652,3466.161216,27.72928973,1,3452.406608,13.80962643,41.53891616,570.2814818,0
05-013-06441,06441,SI,1,7,611.820398,28170.73,4024.39,4056.58512,32.45268096,1,4048.53634,24.29121804,56.743899,555.076499,0
05-013-06442,06442,SI,3,1318,2978.255631,7729977.42,5864.929757,5911.849195,47.29479356,1,13589.04225,17896.76864,17944.06343,-14965.8078,1
05-013-06443,06443,SI,5,49,583.02976,156763.31,3199.251224,3224.845234,25.79876187,1,3352.815283,160.9351336,186.7338955,396.2958645,0
05-013-06447,06447,SI,0,11,2379.52661,57228.16,5202.56,0,0,0,5259.78816,57.85766976,57.85766976,2321.66894,0
05-013-06448,06448,PA,20,1192,2759.172496,2446753.67,2052.645696,2069.066862,16.5525349,1,4497.346721,5356.339944,5372.892479,-2613.719983,1
05-013-06449,06449,PR,0,9,7079.83859,70716.84,7857.426667,0,0,0,7928.143507,71.35329156,71.35329156,7008.485298,0
05-013-06454,06454,PR,18,1974,3399.675303,9023617.76,4571.234934,4607.804814,36.86243851,1,13590.28146,26813.62532,26850.48776,-23450.81245,1
05-013-06457,06457,PA,19,1350,1713.992002,7798575.94,5776.722919,5822.936702,46.58349361,1,13569.52214,18305.28536,18351.86885,-16637.87685,1
05-013-06458,06458,PA,9,1791,675.20224,10303771.33,5753.08282,5799.107482,46.39285986,1,16051.10107,28731.47091,28777.86377,-28102.66153,1
05-013-06460,06460,PA,59,2739,379.676398,10881804.39,3972.911424,4004.694715,32.03755772,1,14850.7429,40661.33407,40693.37162,-40313.69523,1
05-013-06463,06463,PA,2,657,2992.224672,3088713.52,4701.238234,4738.84814,37.91078512,1,7785.250516,5107.124339,5145.035124,-2152.810452,1
05-013-06464,06464,SI,0,133,525.843696,187428.07,1409.233609,0,0,0,1596.661679,212.3560033,212.3560033,313.4876927,0
05-013-06466,06466,PA,78,3435,348.247678,12870666.7,3746.918981,3776.894333,30.21515466,1,16613.83876,57051.92231,57082.13746,-56733.88979,1
05-013-06473,06473,PA,4,35,2225.98347,228383.18,6525.233714,6577.435584,52.61948467,1,6747.091661,229.4011165,282.0206011,1943.962869,0
05-013-06483,06483,PA,5,128,1499.456262,881670.48,6888.050625,6943.15503,55.54524024,1,7762.833054,985.8797979,1041.425038,458.0312239,0
05-013-06500,06500,SI,0,147,2353.903276,816340.08,5553.333878,0,0,0,6369.673958,936.3420718,936.3420718,1417.561204,0
05-013-06501,06501,SI,1,57,2321.494316,319665.2,5608.161404,5653.026695,45.22421356,1,5922.218442,331.6442328,376.8684463,1944.62587,0
05-013-06503,06503,SI,1,48,2312.581852,267657.36,5576.195,5620.80456,44.96643648,1,5838.276165,274.3989798,319.3654162,1993.216436,0
05-013-06504,06504,SI,0,8,2224.875104,33354.46,4169.3075,0,0,0,4202.66196,33.62129568,33.62129568,2191.253808,0
05-013-06505,06505,SI,0,29,6244.902758,176278.94,6078.584138,0,0,0,6254.863078,181.3910293,181.3910293,6063.511729,0
05-013-06506,06506,PR,17,729,15413.76259,3539067.96,4854.68856,4893.526068,39.14820855,1,8388.901831,6107.120533,6146.268742,9267.493848,0
05-013-06507,06507,PR,0,19,4505.250552,145201.25,7642.171053,0,0,0,7787.372303,147.9600738,147.9600738,4357.290478,0
05-013-06508,06508,SI,1,21,4261.373128,130389.83,6209.039524,6258.71184,50.06969472,1,6333.220314,126.6644063,176.734101,4084.639027,0
05-013-06509,06509,SI,2,35,4342.80064,240765.97,6879.027714,6934.059936,55.47247949,1,7112.914657,241.8390983,297.3115778,4045.489062,0
05-013-06510,06510,SI,5,62,4760.917284,366268.78,5907.560968,5954.821455,47.63857164,1,6267.922187,382.3432534,429.981825,4330.935459,0
05-013-06511,06511,SI,13,46,8926.744198,257987.86,5608.431739,5653.299193,45.22639354,1,5860.811167,263.7365025,308.9628961,8617.781302,0
05-013-06512,06512,SI,0,56,2304.0745,326314.43,5827.043393,0,0,0,6153.357823,344.5880381,344.5880381,1959.486462,0
05-013-06513,06513,SI,0,54,2790.614012,620912.68,11498.38296,0,0,0,12119.29564,654.4419647,654.4419647,2136.172047,0
05-013-06516,06516,SI,1,21,2226.900664,130389.83,6209.039524,6258.71184,50.06969472,1,6333.220314,126.6644063,176.734101,2050.166563,0
05-013-06517,06517,PA,2,55,2257.081508,297929.7,5416.903636,5460.238865,43.68191092,1,5709.416433,308.3084874,351.9903983,1905.09111,0
05-013-06518,06518,PR,0,114,6811.350612,678357.51,5950.504474,0,0,0,6628.861984,755.6902661,755.6902661,6055.660346,0
05-013-06519,06519,SI,4,49,2363.423408,268075.71,5470.932857,5514.70032,44.11760256,1,5733.537634,275.2098064,319.327409,2044.095999,0
05-013-06520,06520,PR,0,57,2283.008676,305731.14,5363.704211,0,0,0,5669.435351,323.157815,323.157815,1959.850861,0
05-013-06521,06521,SI,0,85,0,451661.06,5313.659529,0,0,0,5765.320589,490.0522501,490.0522501,-490.0522501,1
05-013-06521,06521,SI,0,85,6605.452438,451661.06,5313.659529,0,0,0,5765.320589,490.0522501,490.0522501,6115.400188,0
05-013-06522,06522,SI,0,13,2812.591338,65805.13,5061.933077,0,0,0,5127.738207,66.66059669,66.66059669,2745.930741,0
05-013-06524,06524,SI,4,540,2222.54571,2630167.39,4870.680352,4909.645795,39.27716636,1,7495.977062,4040.331636,4079.608803,-1857.063093,1
05-013-06525,06525,SI,1,21,2388.439074,136346.37,6492.684286,6544.62576,52.35700608,1,6622.537971,132.4507594,184.8077655,2203.631308,0
05-013-06526,06526,SI,1,44,2241.687252,247261,5619.568182,5664.524727,45.31619782,1,5861.209614,252.0320134,297.3482112,1944.339041,0
05-013-06531,06531,SI,3,15,2132.610846,90366.13,6024.408667,6072.603936,48.58083149,1,6108.750388,85.52250543,134.1033369,1998.507509,0
05-013-06533,06533,PR,27,741,14535.82714,3614902.77,4878.411296,4917.438586,39.33950869,1,8488.435654,6281.442384,6320.781893,8215.045247,0
05-013-06534,06534,PR,26,741,14317.79328,3614902.77,4878.411296,4917.438586,39.33950869,1,8488.435654,6281.442384,6320.781893,7997.011387,0
05-013-06536,06536,PR,113,825,4933.696608,4016449.65,4868.423818,4907.371209,39.25896967,1,8880.005044,7317.124157,7356.383126,-2422.686518,1
05-013-06537,06537,PR,0,18,10734.75905,136423.09,7579.060556,0,0,0,7715.483646,138.8787056,138.8787056,10595.88034,0
05-013-06537,06537,PR,0,18,0,136423.09,7579.060556,0,0,0,7715.483646,138.8787056,138.8787056,-138.8787056,1
05-013-06538,06538,PR,0,40,3323.195911,375955.99,9398.89975,0,0,0,9774.85574,390.9942296,390.9942296,2932.201681,0
05-013-06539,06539,PR,4,1781,6905.032762,7754590.51,4354.065418,4388.897942,35.11118353,1,12104.30186,21545.65732,21580.7685,-14675.73574,1
05-013-06540,06540,PA,0,20,2.126838,132102.69,6605.1345,0,0,0,6737.23719,134.7447438,134.7447438,-132.6179058,1
05-013-06541,06541,SI,2,60,2824.621743,347336.36,5788.939333,5835.250848,46.68200678,1,6130.486754,361.6987185,408.3807253,2416.241018,0
05-013-06543,06543,SI,1,58,5425.361182,331305.72,5712.167586,5757.864927,46.06291942,1,6037.761139,344.1523849,390.2153043,5035.145878,0
05-013-06544,06544,SI,0,104,2225.482772,574832.57,5527.23625,0,0,0,6102.06882,634.6151573,634.6151573,1590.867615,0
05-013-06545,06545,SI,0,49,6399.655542,237199.55,4840.807143,0,0,0,5078.006693,248.822328,248.822328,6150.833214,0
05-013-06546,06546,PA,0,36,2251.815052,216398.29,6011.063611,0,0,0,6227.461901,224.1886284,224.1886284,2027.626424,0
05-013-06547,06547,SI,0,188,1911.318416,983311.73,5230.381543,0,0,0,6213.693273,1168.174335,1168.174335,743.1440808,0
05-013-06548,06548,SI,0,15,5032.301264,79442.25,5296.15,0,0,0,5375.59225,80.63388375,80.63388375,4951.66738,0
05-013-06549,06549,SI,0,13,4715.604958,65805.13,5061.933077,0,0,0,5127.738207,66.66059669,66.66059669,4648.944361,0
05-013-06550,06550,SI,1,631,3122.90713,2986821.17,4733.472536,4771.340316,38.17072253,1,7715.560233,4860.802947,4898.973669,-1776.066539,1
05-013-06551,06551,SI,0,395,2222.748266,1873229.9,4742.354177,0,0,0,6615.584077,2613.155711,2613.155711,-390.4074445,1
05-013-06552,06552,SI,4,49,2596.26153,268075.71,5470.932857,5514.70032,44.11760256,1,5733.537634,275.2098064,319.327409,2276.934121,0
05-013-06553,06553,PR,0,113,8870.838742,657151.86,5815.503186,0,0,0,6472.655046,731.4100202,731.4100202,8139.428722,0
05-013-06554,06554,SI,2,28,0,197661.74,7059.347857,7115.82264,56.92658112,1,7249.950249,195.7486567,252.6752379,-252.6752379,1
05-013-06554,06554,SI,2,28,6269.006922,197661.74,7059.347857,7115.82264,56.92658112,1,7249.950249,195.7486567,252.6752379,6016.331684,0
05-013-06555,06555,PR,118,825,7903.43136,4016449.65,4868.423818,4907.371209,39.25896967,1,8880.005044,7317.124157,7356.383126,547.0482338,0
05-013-06556,06556,PR,114,825,5406.221664,4016449.65,4868.423818,4907.371209,39.25896967,1,8880.005044,7317.124157,7356.383126,-1950.161462,1
05-013-06557,06557,SI,1,321,4588.025364,1435883.71,4473.157975,4508.943239,36.07154591,1,5904.568527,1889.461929,1925.533475,2662.491889,0
05-013-06558,06558,SI,156,1867,5739.343344,11047939.8,5917.482485,5964.822345,47.71857876,1,16959.5048,31646.43596,31694.15454,-25954.8112,1
05-013-06559,06559,SI,20,1665,694.87848,10180560.9,6114.450991,6163.366599,49.30693279,1,16288.89744,27104.72534,27154.03227,-26459.15379,1
05-013-06560,06560,PA,18,1663,5159.0736,10175656.36,6118.855298,6167.80614,49.34244912,1,16288.3928,27071.30884,27120.65129,-21961.57769,1
05-013-06561,06561,PA,158,2029,684.291456,11240953.19,5540.1445,5584.465656,44.67572525,1,16775.55755,34020.8307,34065.50643,-33381.21497,1
05-013-06562,06562,PA,155,2023,6995.670192,11195986,5534.347998,5578.622782,44.62898226,1,16724.79965,33817.54489,33862.17387,-26866.50368,1
05-013-06564,06564,PR,81,1011,4431.06622,4713729.27,4662.442404,4699.741943,37.59793554,1,9371.509231,9465.224323,9502.822259,-5071.756039,1
05-013-06566,06566,SI,0,9,6329.976278,39003.29,4333.698889,0,0,0,4372.702179,39.35431961,39.35431961,6290.621958,0
05-013-06567,06567,PR,0,6,-1.316614,23643.98,3940.663333,0,0,0,3964.307313,23.78584388,23.78584388,-25.10245788,1
05-013-06568,06568,PR,0,19,4923.933804,104797.81,5515.674211,0,0,0,5620.472021,106.7889684,106.7889684,4817.144836,0
05-013-06571,06571,PR,82,1007,4135.202568,4695458.35,4662.81862,4700.121169,37.60096935,1,9353.614151,9409.735836,9447.336805,-5312.134237,1
05-013-06572,06572,SI,76,1857,3684.79584,7362535.78,3964.747324,3996.465302,31.97172242,1,11323.31836,21016.07887,21048.05059,-17363.25475,1
05-013-06573,06573,PR,70,1845,3380.826816,7317256.86,3965.992878,3997.720821,31.98176657,1,11279.28375,20798.99923,20830.98099,-17450.15418,1
05-013-06574,06574,SI,71,1852,3818.433312,7343789.39,3965.329044,3997.051677,31.97641341,1,11305.15311,20925.8384,20957.81481,-17139.3815,1
05-013-06575,06575,PR,73,1852,4306.701312,7341875.78,3964.295778,3996.010144,31.96808115,1,11302.20726,20920.38564,20952.35372,-16645.65241,1
05-013-06576,06576,TA,75,1860,3535.770528,7374914.39,3965.007737,3996.727798,31.97382239,1,11335.95712,21073.54428,21105.51811,-17569.74758,1
05-013-06577,06577,PR,69,1848,3181.73184,7328035.99,3965.38744,3997.11054,31.97688432,1,11289.45804,20851.62901,20883.60589,-17701.87405,1
05-013-06578,06578,SI,2,13,5029.161646,71621.06,5509.312308,5553.386806,44.42709445,1,5575.424055,66.90508866,111.3321831,4917.829463,0
05-013-06579,06579,SI,2,50,5442.806775,367969.77,7359.3954,7418.270563,59.34616451,1,7720.005775,378.280283,437.6264475,5005.180328,0
05-013-06580,06580,SI,0,17,4447.11698,108243.09,6367.240588,0,0,0,6475.483678,110.0832225,110.0832225,4337.033757,0
05-013-06581,06581,PR,0,968,5085.736424,4623307.39,4776.143998,0,0,0,9399.451388,9098.668944,9098.668944,-4012.93252,1
05-013-06582,06582,PR,5,2113,7042.973398,9214144.31,4360.693,4395.578544,35.16462836,1,13570.47662,28660.84662,28696.01124,-21653.03785,1
05-013-06583,06583,PR,5,2109,2245.33326,9198566.23,4361.57716,4396.469777,35.17175822,1,13555.78181,28575.58806,28610.75982,-26365.42656,1
05-013-06588,06588,PA,5,2104,55.7029,9176822.78,4361.607785,4396.500647,35.17200518,1,13534.06896,28462.14702,28497.31902,-28441.61612,1
05-013-06591,06591,PR,0,956,3244.472229,4574902.68,4785.463054,0,0,0,9360.365734,8948.509642,8948.509642,-5704.037413,1
05-013-06592,06592,PR,0,960,4025.900837,4590726.96,4782.00725,0,0,0,9372.73421,8997.824842,8997.824842,-4971.924005,1
05-013-06594,06594,SI,0,201,589.358761,2319929,11541.93532,0,0,0,13861.86432,2786.234729,2786.234729,-2196.875968,1
05-013-06595,06595,SI,1,44,7199.85302,247261,5619.568182,5664.524727,45.31619782,1,5861.209614,252.0320134,297.3482112,6902.504809,0
05-013-06596,06596,SI,1,44,6010.039076,247261,5619.568182,5664.524727,45.31619782,1,5861.209614,252.0320134,297.3482112,5712.690865,0
05-013-06597,06597,SI,1,20,15376.83618,129082.92,6454.146,6505.779168,52.04623334,1,6576.774774,124.9587207,177.0049541,15199.83123,0
05-013-06598,06598,SI,1,20,12534.064,129082.92,6454.146,6505.779168,52.04623334,1,6576.774774,124.9587207,177.0049541,12357.05905,0
05-013-06599,06599,SI,1,21,3566.707326,140546.86,6692.707619,6746.24928,53.96999424,1,6826.561771,136.5312354,190.5012297,3376.206096,0
05-013-06600,06600,SI,1,44,3126.350582,247261,5619.568182,5664.524727,45.31619782,1,5861.209614,252.0320134,297.3482112,2829.002371,0
05-013-06611,06611,SI,1,44,2213.734524,247261,5619.568182,5664.524727,45.31619782,1,5861.209614,252.0320134,297.3482112,1916.386313,0
05-013-06621,06621,SI,117,2098,8208.30456,11046532.38,5265.268055,5307.3902,42.4591216,1,16306.53517,34194.80425,34237.26337,-26028.95881,1
05-013-06625,06625,PR,0,619,3657.047302,2885248.25,4661.144184,0,0,0,7546.392434,4671.216917,4671.216917,-1014.169615,1
05-013-06626,06626,PR,0,620,4329.12811,2893489.01,4666.917758,0,0,0,7560.406768,4687.452196,4687.452196,-358.3240862,1
05-013-06627,06627,PA,0,1635,3857.494752,6737778.85,4120.965657,0,0,0,10858.74451,17754.04727,17754.04727,-13896.55252,1
05-013-06629,06629,PA,0,1630,2319.539328,6718827.76,4121.980221,0,0,0,10840.80798,17670.51701,17670.51701,-15350.97768,1
05-013-06630,06630,PR,0,1631,4627.952064,6721293.69,4120.964862,0,0,0,10842.25855,17683.7237,17683.7237,-13055.77163,1
05-013-06631,06631,PA,0,1633,5894.608032,6730124.78,4121.325646,0,0,0,10851.45043,17720.41855,17720.41855,-11825.81051,1
05-013-06632,06632,TA,0,1626,9102.617568,6700770.75,4121.015221,0,0,0,10821.78597,17596.22399,17596.22399,-8493.606422,1
05-013-06633,06633,PA,0,1624,2321.669952,6685667.66,4116.790431,0,0,0,10802.45809,17543.19194,17543.19194,-15221.52199,1
05-013-06634,06634,PA,0,1624,2460.515616,6682346.7,4114.745505,0,0,0,10797.0922,17534.47774,17534.47774,-15073.96212,1
05-013-06635,06635,SI,1,631,3812.10392,2986821.17,4733.472536,4771.340316,38.17072253,1,7715.560233,4860.802947,4898.973669,-1086.869749,1
05-013-06636,06636,PR,0,973,4339.209477,4638851.76,4767.576321,0,0,0,9406.428081,9152.454522,9152.454522,-4813.245045,1
05-013-06637,06637,PR,0,953,5287.0833,4564021.72,4789.109885,0,0,0,9353.131605,8913.534419,8913.534419,-3626.451119,1
05-013-06638,06638,PR,0,961,5453.182954,4593318.84,4779.728241,0,0,0,9373.047081,9007.498245,9007.498245,-3554.315291,1
05-013-06639,06639,SI,1,44,3031.75693,247261,5619.568182,5664.524727,45.31619782,1,5861.209614,252.0320134,297.3482112,2734.408719,0
05-013-06640,06640,SI,1,44,600.477262,247261,5619.568182,5664.524727,45.31619782,1,5861.209614,252.0320134,297.3482112,303.1290508,0
05-013-06641,06641,PR,0,971,5241.929996,4632932.69,4771.300402,0,0,0,9404.233092,9131.510332,9131.510332,-3889.580336,1
05-013-06647,06647,PA,1,21,1986.162858,140546.86,6692.707619,6746.24928,53.96999424,1,6826.561771,136.5312354,190.5012297,1795.661628,0
05-013-06648,06648,SI,1,20,2173.830992,129082.92,6454.146,6505.779168,52.04623334,1,6576.774774,124.9587207,177.0049541,1996.826038,0
05-013-06667,06667,PA,0,1621,4929.553728,6674561.05,4117.557711,0,0,0,10792.11876,17494.02451,17494.02451,-12564.47078,1
